//Scripts must contain 6 fields with a | character between them
1) messageBox containing the record to be checked
2) check type (contains, match, startsWith, endsWith, contains, startsAndEndsWith (in which case the string must also contain a # to indicate the break) or nothing)
3) value to be looked for in the messageBox
4) action to be taken (playVideo, playAudio, log)
5) Path to the data file required for the action (relative to main folder configured in #####) - paths can use either \ or / characters.

//Testing
//tb_Message1|contains|low|playAudio|Data\Audio\Flyby.wav|
tb_Message1|match|We've lost the Exeter, sir. Those damn Kilrathi had it in for us.|playAudio|Data/Voice/Player/deb0758.wav|
tb_Message1|match|I've lost the Exeter, sir. Those damn Kilrathi had it in for me.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Player/deb0759.wav|
tb_Message1|match|That's not good news, 2ND LT. Go ahead.|playAudio|Data/Voice/Debriefing/deb0760.wav|
tb_Message1|match|That's not good news, 1ST LT. Go ahead.|playAudio|Data/Voice/Debriefing/deb0761.wav|
tb_Message1|match|That's not good news, CAPTAIN. Go ahead.|playAudio|Data/Voice/Debriefing/deb0762.wav|
tb_Message1|match|That's not good news, MAJOR. Go ahead.|playAudio|Data/Voice/Debriefing/deb0763.wav|
tb_Message1|match|That's not good news, LT. COL. Go ahead.|playAudio|Data/Voice/Debriefing/deb0764.wav|
tb_Message1|match|That's not good news, COL. Go ahead.|playAudio|Data/Voice/Debriefing/deb0765.wav|
tb_Message1|match|It was quite a scrap, sir, but the Fralthi is history!|playAudio|Data/Voice/Player/deb0766.wav|
tb_Message1|match|Congratulations to both of you.|playAudio|Data/Voice/Debriefing/deb0767.wav|
tb_Message1|startsAndEndsWith|Congratulations, #. Of course, Knight will be mentioned in the log for his sacrifice.|playAudio|Data/Voice/Debriefing/deb0768.wav|
tb_Message1|startsAndEndsWith|Congratulations, #. I guarantee that you'll be mentioned in the log.|playAudio|Data/Voice/Debriefing/deb0769.wav|
tb_Message1|match|We got in over our heads this time, sir.|playAudio|Data/Voice/Player/deb0770.wav|
tb_Message1|match|I got in over my head this time, sir.|playAudio|Data/Voice/Player/deb0771.wav|
tb_Message1|match|Those furballs were too vicious... and the Fralthi got away.|playAudio|Data/Voice/Player/deb0772.wav|
tb_Message1|match|That's not the report I like to hear, mister. We had to nail that ship.|playAudio|Data/Voice/Debriefing/deb0773.wav|
tb_Message1|match|I'm afraid we're going to have the Kilrathi laughing at us.|playAudio|Data/Voice/Debriefing/deb0774.wav|
tb_Message1|match|I'll read the rest of your report later... in my office.|playAudio|Data/Voice/Debriefing/deb0775.wav|
tb_Message1|match|According to your flight recorder...|playAudio|Data/Voice/Debriefing/deb0776.wav|
tb_Message1|startsAndEndsWith|You did get 1 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0777.wav|
tb_Message1|startsAndEndsWith|You did get 2 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0778.wav|
tb_Message1|startsAndEndsWith|You did get 3 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0779.wav|
tb_Message1|startsAndEndsWith|You did get 4 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0780.wav|
tb_Message1|startsAndEndsWith|You did get 5 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0781.wav|
tb_Message1|startsAndEndsWith|You did get 6 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0782.wav|
tb_Message1|startsAndEndsWith|You did get 7 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0783.wav|
tb_Message1|startsAndEndsWith|You did get 8 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0784.wav|
tb_Message1|startsAndEndsWith|You did get 9 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0785.wav|
tb_Message1|startsAndEndsWith|You did get 10 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0786.wav|
tb_Message1|startsAndEndsWith|You did get 11 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0787.wav|
tb_Message1|startsAndEndsWith|You did get 12 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0788.wav|
tb_Message1|startsAndEndsWith|You did get 13 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0789.wav|
tb_Message1|startsAndEndsWith|You came up empty, #...|playAudio|Data/Voice/Debriefing/deb0790.wav|
tb_Message1|match|and Knight shot down 1.|playAudio|Data/Voice/Debriefing/deb0791.wav|
tb_Message1|match|and Knight shot down 2.|playAudio|Data/Voice/Debriefing/deb0792.wav|
tb_Message1|match|and Knight shot down 3.|playAudio|Data/Voice/Debriefing/deb0793.wav|
tb_Message1|match|and Knight shot down 4.|playAudio|Data/Voice/Debriefing/deb0794.wav|
tb_Message1|match|and Knight shot down 5.|playAudio|Data/Voice/Debriefing/deb0795.wav|
tb_Message1|match|and Knight shot down 6.|playAudio|Data/Voice/Debriefing/deb0796.wav|
tb_Message1|match|and Knight shot down 7.|playAudio|Data/Voice/Debriefing/deb0797.wav|
tb_Message1|match|and Knight shot down 8.|playAudio|Data/Voice/Debriefing/deb0798.wav|
tb_Message1|match|and Knight shot down 9.|playAudio|Data/Voice/Debriefing/deb0799.wav|
tb_Message1|match|and Knight shot down 10.|playAudio|Data/Voice/Debriefing/deb0800.wav|
tb_Message1|match|and Knight shot down 11.|playAudio|Data/Voice/Debriefing/deb0801.wav|
tb_Message1|match|and Knight shot down 12.|playAudio|Data/Voice/Debriefing/deb0802.wav|
tb_Message1|match|and Knight shot down 13.|playAudio|Data/Voice/Debriefing/deb0803.wav|
tb_Message1|match|and Knight came away with no kills.|playAudio|Data/Voice/Debriefing/deb0804.wav|
tb_Message1|match|And Knight got trashed out there.|playAudio|Data/Voice/Debriefing/deb0805.wav|
tb_Message1|match|According to the log, you shot down Bakhtosh Redclaw. My congratulations.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Debriefing/deb0806.wav|
tb_Message1|match|You also let Bakhtosh Redclaw escape. I was hoping to remove that thorn from our side.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Debriefing/deb0807.wav|
tb_Message1|match|2ND LT., I need to see you in my office, now.|playAudio|Data/Voice/Debriefing/deb0808.wav|
tb_Message1|match|1ST LT., I need to see you in my office, now.|playAudio|Data/Voice/Debriefing/deb0809.wav|
tb_Message1|match|CAPTAIN, I need to see you in my office, now.|playAudio|Data/Voice/Debriefing/deb0810.wav|
tb_Message1|match|MAJOR, I need to see you in my office, now.|playAudio|Data/Voice/Debriefing/deb0811.wav|
tb_Message1|match|LT. COL, I need to see you in my office, now.|playAudio|Data/Voice/Debriefing/deb0812.wav|
tb_Message1|match|COL, I need to see you in my office, now.|playAudio|Data/Voice/Debriefing/deb0813.wav|
tb_Message1|match|Dismissed.|playAudio|Data/Voice/Debriefing/deb0814.wav|

tb_Message1|match|Welcome back, 2ND LT. Let's have your report.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|Welcome back, 1ST LT. Let's have your report.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|Welcome back, CAPTAIN. Let's have your report.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|Welcome back, MAJOR. Let's have your report.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|Welcome back, LT. COL. Let's have your report.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|Welcome back, COL. Let's have your report.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|startsAndEndsWith|The captured Ralari has pulled into formation with the Claw. Good job, #.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Explain yourself, 2ND LT. Why did you lose the Ralari?|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Explain yourself, 1ST LT. Why did you lose the Ralari?|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Explain yourself, CAPTAIN. Why did you lose the Ralari?|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Explain yourself, MAJOR. Why did you lose the Ralari?|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Explain yourself, LT. COL. Why did you lose the Ralari?|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Explain yourself, COL. Why did you lose the Ralari?|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Good to have you back. What's the status of the destroyer?|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|startsAndEndsWith|What happened to the Exeter, #?|
Num|[Num.Mission]|CheckTypes.match|3|


tb_Message1|match|Welcome back, 2ND LT. Let's have your report.|playAudio|Data/Voice/Debriefing/deb0816.wav|
tb_Message1|match|Welcome back, 1ST LT. Let's have your report.|playAudio|Data/Voice/Debriefing/deb0817.wav|
tb_Message1|match|Welcome back, CAPTAIN. Let's have your report.|playAudio|Data/Voice/Debriefing/deb0818.wav|
tb_Message1|match|Welcome back, MAJOR. Let's have your report.|playAudio|Data/Voice/Debriefing/deb0819.wav|
tb_Message1|match|Welcome back, LT. COL. Let's have your report.|playAudio|Data/Voice/Debriefing/deb0820.wav|
tb_Message1|match|Welcome back, COL. Let's have your report.|playAudio|Data/Voice/Debriefing/deb0821.wav|
tb_Message1|match|Yes sir. We weren't able to take out the Dokrir at Nav 1a.|playAudio|Data/Voice/Player/deb0822.wav|
tb_Message1|match|Yes sir. We nailed the Dorkir at Nav 1a.|playAudio|Data/Voice/Player/deb0823.wav|
tb_Message1|match|We were unable to bag any transports at Nav 2.|playAudio|Data/Voice/Player/deb0824.wav|
tb_Message1|match|We got another 'sport at Nav 2.|playAudio|Data/Voice/Player/deb0825.wav|
tb_Message1|match|We took out one more at Nav 1b, on the way back in.|playAudio|Data/Voice/Player/deb0826.wav|
tb_Message1|startsAndEndsWith|We've determined that the first Dorkir was a command staff ship, #...|playAudio|Data/Voice/Debriefing/deb0827.wav|
tb_Message1|match|Missing that one will set us back somewhat.|playAudio|Data/Voice/Debriefing/deb0828.wav|
tb_Message1|match|Blasting that one should cripple their chain of command. Good job.|playAudio|Data/Voice/Debriefing/deb0829.wav|
tb_Message1|match|Unfortunately, Bossman isn't coming back, Colonel.|playAudio|Data/Voice/Player/deb0830.wav|
tb_Message1|match|Bossman was a real pro. He'll be missed.|playAudio|Data/Voice/Debriefing/deb0831.wav|
tb_Message1|match|I've read the flight log of your engagments, 2ND LT.|playAudio|Data/Voice/Debriefing/deb0832.wav|
tb_Message1|match|I've read the flight log of your engagments, 1ST LT.|playAudio|Data/Voice/Debriefing/deb0833.wav|
tb_Message1|match|I've read the flight log of your engagments, CAPTAIN.|playAudio|Data/Voice/Debriefing/deb0834.wav|
tb_Message1|match|I've read the flight log of your engagments, MAJOR.|playAudio|Data/Voice/Debriefing/deb0835.wav|
tb_Message1|match|I've read the flight log of your engagments, LT. COL.|playAudio|Data/Voice/Debriefing/deb0836.wav|
tb_Message1|match|I've read the flight log of your engagments, COL.|playAudio|Data/Voice/Debriefing/deb0837.wav|
tb_Message1|startsAndEndsWith|You took out 1 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0838.wav|
tb_Message1|startsAndEndsWith|You took out 2 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0839.wav|
tb_Message1|startsAndEndsWith|You took out 3 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0840.wav|
tb_Message1|startsAndEndsWith|You took out 4 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0841.wav|
tb_Message1|startsAndEndsWith|You took out 5 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0842.wav|
tb_Message1|startsAndEndsWith|You took out 6 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0843.wav|
tb_Message1|startsAndEndsWith|You took out 7 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0844.wav|
tb_Message1|startsAndEndsWith|You took out 8 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0845.wav|
tb_Message1|startsAndEndsWith|You took out 9 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0846.wav|
tb_Message1|startsAndEndsWith|You took out 10 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0847.wav|
tb_Message1|startsAndEndsWith|You took out 11 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0848.wav|
tb_Message1|startsAndEndsWith|You took out 12 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0849.wav|
tb_Message1|startsAndEndsWith|You took out 13 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0850.wav|
tb_Message1|startsAndEndsWith|You took out 14 of the fuzzballs, #...|playAudio|Data/Voice/Debriefing/deb0851.wav|
tb_Message1|startsAndEndsWith|The log shows you came up empty, #...|playAudio|Data/Voice/Debriefing/deb0852.wav|
tb_Message1|match|and Bossman got 1.|playAudio|Data/Voice/Debriefing/deb0853.wav|
tb_Message1|match|and Bossman got 2.|playAudio|Data/Voice/Debriefing/deb0854.wav|
tb_Message1|match|and Bossman got 3.|playAudio|Data/Voice/Debriefing/deb0855.wav|
tb_Message1|match|and Bossman got 4.|playAudio|Data/Voice/Debriefing/deb0856.wav|
tb_Message1|match|and Bossman got 5.|playAudio|Data/Voice/Debriefing/deb0857.wav|
tb_Message1|match|and Bossman got 6.|playAudio|Data/Voice/Debriefing/deb0858.wav|
tb_Message1|match|and Bossman got 7.|playAudio|Data/Voice/Debriefing/deb0859.wav|
tb_Message1|match|and Bossman got 8.|playAudio|Data/Voice/Debriefing/deb0860.wav|
tb_Message1|match|and Bossman got 9.|playAudio|Data/Voice/Debriefing/deb0861.wav|
tb_Message1|match|and Bossman got 10.|playAudio|Data/Voice/Debriefing/deb0862.wav|
tb_Message1|match|and Bossman got 11.|playAudio|Data/Voice/Debriefing/deb0863.wav|
tb_Message1|match|and Bossman got 12.|playAudio|Data/Voice/Debriefing/deb0864.wav|
tb_Message1|match|and Bossman got 13.|playAudio|Data/Voice/Debriefing/deb0865.wav|
tb_Message1|match|and Bossman got 14.|playAudio|Data/Voice/Debriefing/deb0866.wav|
tb_Message1|match|and Bossman struck out.|playAudio|Data/Voice/Debriefing/deb0867.wav|
tb_Message1|match|I'll go over your report in detail later.|playAudio|Data/Voice/Debriefing/deb0868.wav|
tb_Message1|startsAndEndsWith|You did well out there, #. Stop by my office after you've finished your paperwork.|playAudio|Data/Voice/Debriefing/deb0869.wav|
tb_Message1|match|That's all. Dismissed.|playAudio|Data/Voice/Debriefing/deb0870.wav|

tb_Message1|startsAndEndsWith|The captured Ralari has pulled into formation with the Claw. Good job, #.|playAudio|Data/Voice/Debriefing/deb0872.wav|
tb_Message1|match|Same for you, Major Chen. You both are a credit to the Confederation.|playAudio|Data/Voice/Debriefing/deb0873.wav|
tb_Message1|startsAndEndsWith|The credit belongs to #, sir.|playAudio|Data/Voice/Bossman/deb0874.wav|
tb_Message1|match|I can't take all the credit, sir. Bossman played a major role.|playAudio|Data/Voice/Player/deb0875.wav|
tb_Message1|match|Too bad he didn't make it back.|playAudio|Data/Voice/Player/deb0876.wav|
tb_Message1|match|I'm just glad to get that Ralari back to the Claw, sir.|playAudio|Data/Voice/Player/deb0877.wav|
tb_Message1|match|Explain yourself, 2ND LT. Why did you lose the Ralari?|playAudio|Data/Voice/Debriefing/deb0878.wav|
tb_Message1|match|Explain yourself, 1ST LT. Why did you lose the Ralari?|playAudio|Data/Voice/Debriefing/deb0879.wav|
tb_Message1|match|Explain yourself, CAPTAIN. Why did you lose the Ralari?|playAudio|Data/Voice/Debriefing/deb0880.wav|
tb_Message1|match|Explain yourself, MAJOR. Why did you lose the Ralari?|playAudio|Data/Voice/Debriefing/deb0881.wav|
tb_Message1|match|Explain yourself, LT. COL. Why did you lose the Ralari?|playAudio|Data/Voice/Debriefing/deb0882.wav|
tb_Message1|match|Explain yourself, COL. Why did you lose the Ralari?|playAudio|Data/Voice/Debriefing/deb0883.wav|
tb_Message1|match|We couldn't stop the fleabags, sir. They came in too hot to handle.|playAudio|Data/Voice/Player/deb0884.wav|
tb_Message1|match|I couldn't stop the fleabags, sir. They came in too hot to handle.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Player/deb0885.wav|
tb_Message1|match|That's not acceptable. We lost a full company of Marines aboard.|playAudio|Data/Voice/Debriefing/deb0886.wav|
tb_Message1|match|That's going to reduce the effectiveness of our ground troops fighting on Kurasawa IV.|playAudio|Data/Voice/Debriefing/deb0887.wav|
tb_Message1|startsAndEndsWith|You've let me down, #. I expect that won't happen again.|playAudio|Data/Voice/Debriefing/deb0888.wav|
tb_Message1|match|No sir, it won't.|playAudio|Data/Voice/Player/deb0889.wav|
tb_Message1|match|Let's review what happened out there...|playAudio|Data/Voice/Debriefing/deb0890.wav|
tb_Message1|startsAndEndsWith|# got 1 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0891.wav|
tb_Message1|startsAndEndsWith|# got 2 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0892.wav|
tb_Message1|startsAndEndsWith|# got 3 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0893.wav|
tb_Message1|startsAndEndsWith|# got 4 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0894.wav|
tb_Message1|startsAndEndsWith|# got 5 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0895.wav|
tb_Message1|startsAndEndsWith|# got 6 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0896.wav|
tb_Message1|startsAndEndsWith|# got 7 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0897.wav|
tb_Message1|startsAndEndsWith|# got 8 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0898.wav|
tb_Message1|startsAndEndsWith|# got 9 of the hairballs...|playAudio|Data/Voice/Debriefing/deb0899.wav|
tb_Message1|startsAndEndsWith|You came off without a kill, #...|playAudio|Data/Voice/Debriefing/deb0900.wav|
tb_Message1|match|and 1 for Bossman.|playAudio|Data/Voice/Debriefing/deb0901.wav|
tb_Message1|match|and 2 for Bossman.|playAudio|Data/Voice/Debriefing/deb0902.wav|
tb_Message1|match|and 3 for Bossman.|playAudio|Data/Voice/Debriefing/deb0903.wav|
tb_Message1|match|and 4 for Bossman.|playAudio|Data/Voice/Debriefing/deb0904.wav|
tb_Message1|match|and 5 for Bossman.|playAudio|Data/Voice/Debriefing/deb0905.wav|
tb_Message1|match|and 6 for Bossman.|playAudio|Data/Voice/Debriefing/deb0906.wav|
tb_Message1|match|and 7 for Bossman.|playAudio|Data/Voice/Debriefing/deb0907.wav|
tb_Message1|match|and 8 for Bossman.|playAudio|Data/Voice/Debriefing/deb0908.wav|
tb_Message1|match|and 9 for Bossman.|playAudio|Data/Voice/Debriefing/deb0909.wav|
tb_Message1|match|and none for Bossman.|playAudio|Data/Voice/Debriefing/deb0910.wav|
tb_Message1|match|and the Kilrathi took Bossman out.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Debriefing/deb0911.wav|
tb_Message1|match|I commend you on bringing back the Ralari.|playAudio|Data/Voice/Debriefing/deb0912.wav|
tb_Message1|startsAndEndsWith|And #... I'd like to talk to you in my office in two hours.|playAudio|Data/Voice/Debriefing/deb0913.wav|
tb_Message1|match|Dismissed.|playAudio|Data/Voice/Debriefing/deb0914.wav|

tb_Message1|match|Good to have you back. What's the status of the destroyer?|playAudio|Data/Voice/Debriefing/deb1717.wav|
tb_Message1|match|She's been put into tow, and is powering down for repairs.|playAudio|Data/Voice/Player/deb1718.wav|
tb_Message1|match|Good. You've earned us one more ship we have to use against the hairballs.|playAudio|Data/Voice/Debriefing/deb1719.wav|
tb_Message1|match|Both of you have done a fine job out there.|playAudio|Data/Voice/Debriefing/deb1720.wav|
tb_Message1|match|I heard about Bossman. He was a good pilot.|playAudio|Data/Voice/Debriefing/deb1721.wav|
tb_Message1|startsAndEndsWith|What happened to the Exeter, #?|playAudio|Data/Voice/Debriefing/deb1722.wav|
tb_Message1|match|We couldn't stop all of the Kilrathi, sir. There were too many.|playAudio|Data/Voice/Player/deb1723.wav|
tb_Message1|match|I couldn't stop all of the Kilrathi, sir. There were too many.|Load|Audio|[Audio.Buffer]|48000|Data/Voice/Player/deb1724.wav|
tb_Message1|startsAndEndsWith|We needed that ship, #. There's no time to wait for a replacement in our strike force.|playAudio|Data/Voice/Debriefing/deb1725.wav|
tb_Message1|match|We've already gotten our next operation order. We're leaving tomorrow.|playAudio|Data/Voice/Debriefing/deb1726.wav|
tb_Message1|startsAndEndsWith|You need to do better, #. I've come to expect results from you.|playAudio|Data/Voice/Debriefing/deb1727.wav|
tb_Message1|match|Yes sir.|playAudio|Data/Voice/Debriefing/deb1728.wav|
tb_Message1|match|Let's review your performance...|playAudio|Data/Voice/Debriefing/deb1729.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 1 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1730.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 2 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1731.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 3 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1732.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 4 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1733.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 5 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1734.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 6 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1735.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 7 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1736.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 8 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1737.wav|
tb_Message1|startsAndEndsWith|#, you destroyed 9 of the Kilrathi fighters.|playAudio|Data/Voice/Debriefing/deb1738.wav|
tb_Message1|startsAndEndsWith|You didn't score at all, #...|playAudio|Data/Voice/Debriefing/deb1739.wav|
tb_Message1|match|and Bossman killed 1.|playAudio|Data/Voice/Debriefing/deb1740.wav|
tb_Message1|match|and Bossman killed 2.|playAudio|Data/Voice/Debriefing/deb1741.wav|
tb_Message1|match|and Bossman killed 3.|playAudio|Data/Voice/Debriefing/deb1742.wav|
tb_Message1|match|and Bossman killed 4.|playAudio|Data/Voice/Debriefing/deb1743.wav|
tb_Message1|match|and Bossman killed 5.|playAudio|Data/Voice/Debriefing/deb1744.wav|
tb_Message1|match|and Bossman killed 6.|playAudio|Data/Voice/Debriefing/deb1745.wav|
tb_Message1|match|and Bossman killed 7.|playAudio|Data/Voice/Debriefing/deb1746.wav|
tb_Message1|match|and Bossman killed 8.|playAudio|Data/Voice/Debriefing/deb1747.wav|
tb_Message1|match|and Bossman killed 9.|playAudio|Data/Voice/Debriefing/deb1748.wav|
tb_Message1|match|and Bossman came up blank.|playAudio|Data/Voice/Debriefing/deb1749.wav|
tb_Message1|match|and the fleebags took out Bossman.|playAudio|Data/Voice/Debriefing/deb1750.wav|
tb_Message1|match|Why don't you go and see Commander Della Guardia on the Formidable?|playAudio|Data/Voice/Debriefing/deb1751.wav|
tb_Message1|match|She's already asked to meet her escort.|playAudio|Data/Voice/Debriefing/deb1752.wav|
tb_Message1|match|Stop by my office after mess, 2ND LT. I'd like to speak with you.|playAudio|Data/Voice/Debriefing/deb1753.wav|
tb_Message1|match|Stop by my office after mess, 1ST LT. I'd like to speak with you.|playAudio|Data/Voice/Debriefing/deb1754.wav|
tb_Message1|match|Stop by my office after mess, CAPTAIN. I'd like to speak with you.|playAudio|Data/Voice/Debriefing/deb1755.wav|
tb_Message1|match|Stop by my office after mess, MAJOR. I'd like to speak with you.|playAudio|Data/Voice/Debriefing/deb1756.wav|
tb_Message1|match|Stop by my office after mess, LT. COL. I'd like to speak with you.|playAudio|Data/Voice/Debriefing/deb1757.wav|
tb_Message1|match|Stop by my office after mess, COL. I'd like to speak with you.|playAudio|Data/Voice/Debriefing/deb1758.wav|
tb_Message1|match|Dismissed.|playAudio|Data/Voice/Debriefing/deb1759.wav|

tb_Message1|startsAndEndsWith|Glad to see you back aboard, #.|
Num|[Num.Mission]|CheckTypes.match|1|
tb_Message1|match|I see you made it back... somehow.|
Num|[Num.Mission]|CheckTypes.match|1|

tb_Message1|match|Good work, 2ND LT.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Good work, 1ST LT.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Good work, CAPTAIN.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Good work, MAJOR.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Good work, LT. COL.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|match|Good work, COL.|
Num|[Num.Mission]|CheckTypes.match|2|
tb_Message1|startsAndEndsWith|Couldn't take her out, eh, #?|
Num|[Num.Mission]|CheckTypes.match|2|

tb_Message1|startsAndEndsWith|Let's have that report, 2ND LT. #.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|startsAndEndsWith|Let's have that report, 1ST LT. #.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|startsAndEndsWith|Let's have that report, CAPTAIN #.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|startsAndEndsWith|Let's have that report, MAJOR #.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|startsAndEndsWith|Let's have that report, LT. COL. #.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|startsAndEndsWith|Let's have that report, COL. #.|
Num|[Num.Mission]|CheckTypes.match|3|
tb_Message1|match|You've got a lot of nerve coming back to this ship, Mister|Num|[Num.Mission]|CheckTypes.match|3|


tb_Message1|startsAndEndsWith|Glad to see you back aboard, #.|playAudio|Data/Voice/Debriefing/deb0916.wav|
tb_Message1|match|He looked good out there, Colonel.|playAudio|Data/Voice/Iceman/deb0917.wav|
tb_Message1|match|You both did, as I expected you would. Good job.|playAudio|Data/Voice/Debriefing/deb0918.wav|
tb_Message1|match|Too bad about Iceman. At least he took some furballs with him.|playAudio|Data/Voice/Debriefing/deb0919.wav|
tb_Message1|match|Too bad about Iceman. I wish he had taken some furballs with him.|playAudio|Data/Voice/Debriefing/deb0920.wav|
tb_Message1|match|I see you made it back... somehow.|playAudio|Data/Voice/Debriefing/deb0921.wav|
tb_Message1|match|You flew like you slept through flight school.|playAudio|Data/Voice/Debriefing/deb0922.wav|
tb_Message1|match|I will be watching you both. Slip again and you won't see the flight deck soon.|playAudio|Data/Voice/Debriefing/deb0923.wav|
tb_Message1|match|Remember, if you lose the edge out there, you'll be the next pilot sealed in a box.|playAudio|Data/Voice/Debriefing/deb0924.wav|
tb_Message1|match|Let's review the mission report.|playAudio|Data/Voice/Debriefing/deb0925.wav|
tb_Message1|startsAndEndsWith|You destroyed 1 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0926.wav|
tb_Message1|startsAndEndsWith|You destroyed 2 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0927.wav|
tb_Message1|startsAndEndsWith|You destroyed 3 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0928.wav|
tb_Message1|startsAndEndsWith|You destroyed 4 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0929.wav|
tb_Message1|startsAndEndsWith|You destroyed 5 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0930.wav|
tb_Message1|startsAndEndsWith|You destroyed 6 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0931.wav|
tb_Message1|startsAndEndsWith|You destroyed 7 of the enemies, #...|playAudio|Data/Voice/Debriefing/deb0932.wav|
